"","SRRecordID","ServiceRequestNum","SRType","MethodReceived","CreatedDate","SRStatus","StatusDate","DueDate","CloseDate","Agency","LastActivity","LastActivityDate","Outcome","Address","ZipCode","Neighborhood","CouncilDistrict","PoliceDistrict","PolicePost","Latitude","Longitude","GeoLocation"
"729","5004M00000ZwMSoQAN","19-00710786","ECC-Escalation","Phone","10/21/2019 09:18:49 AM","New","10/21/2019 09:18:49 AM","","","Solid Waste",NA,NA,NA,"6500 BLK VINCENNES AVE, Baltimore City, 21215",21215,"Reisterstown Station",5,"Northwestern",NA,39.3531297018192,-76.7083889858062,"(39.35312970181923, -76.70838898580615)"
"730","5004M00000ZwMSjQAN","19-00710785","WW-Water Meter Leak","Phone","10/21/2019 09:18:43 AM","Open","10/21/2019 09:20:08 AM","10/26/2019 09:18:43 AM","","Water Wastewater",NA,NA,NA,"1508 N PAYSON ST, Baltimore City, 21217",21217,"Easterwood",7,"Western",NA,39.3054864673956,-76.6498667787401,"(39.3054864673956, -76.64986677874012)"
"731","5004M00000ZwMSeQAN","19-00710784","SW-HGW","API","10/21/2019 09:18:42 AM","Open","10/21/2019 09:18:42 AM","11/20/2019 09:18:42 AM","","Solid Waste",NA,NA,NA,"1725 HARLEM AVE, Baltimore City, 21217",21217,"Harlem Park",9,"Western",NA,39.2963343353825,-76.6451039359931,"(39.29633433538251, -76.64510393599312)"
"732","5004M00000ZwMSLQA3","19-00710782","SW-Boarding","API","10/21/2019 09:18:34 AM","Open (Duplicate)","10/21/2019 09:18:34 AM","10/28/2019 09:18:34 AM","","Solid Waste",NA,NA,NA,"605 N DUKELAND ST, Baltimore City, 21216",21216,"Mosher",9,"Western",NA,39.2949850182744,-76.6627933210577,"(39.29498501827441, -76.66279332105773)"
"733","5004M00000ZwMSZQA3","19-00710783","TRT-Traffic Signal Repairs","Phone","10/21/2019 09:18:34 AM","Closed","10/21/2019 10:42:25 AM","10/22/2019 09:18:34 AM","10/21/2019 10:42:27 AM","Transportation",NA,NA,NA,"SIGNAL 1156 - GAY / LAFAYETTE / PATTERSON, Baltimore City, 21213",21213,"Broadway East",13,"Eastern",NA,39.3110000149828,-76.5858499093734,"(39.31100001498281, -76.58584990937335)"
"734","5004M00000ZwMSPQA3","19-00710781","TRT-Traffic Signal Repairs","Phone","10/21/2019 09:18:06 AM","Closed","10/21/2019 09:59:13 AM","10/22/2019 09:18:06 AM","10/21/2019 09:59:14 AM","Transportation",NA,NA,NA,"SAINT PAUL ST & E NORTH AVE, Baltimore City, 21202",21202,"Greenmount West",12,"Central",NA,39.3111583748854,-76.6149245392359,"(39.31115837488535, -76.61492453923586)"
"735","5004M00000ZwMSFQA3","19-00710780","SW-Bulk Scheduled","API","10/21/2019 09:17:58 AM","New","10/21/2019 09:17:58 AM","01/19/2020 09:17:58 AM","","Solid Waste",NA,NA,NA,"3025 GUILFORD AVE, Baltimore City, 21218",21218,"Abell",14,"Northern",NA,39.3252444641768,-76.613112989699,"(39.32524446417679, -76.61311298969902)"
"736","5004M00000ZwMS5QAN","19-00710779","TRS-Parking Complaint","Phone","10/21/2019 09:17:50 AM","Closed","10/21/2019 10:17:29 AM","10/22/2019 09:17:50 AM","10/21/2019 10:17:30 AM","Transportation",NA,NA,NA,"435 GUSRYAN ST, Baltimore City, 21224",21224,"Bayview",1,"Southeastern",NA,39.2882741934445,-76.5407238483955,"(39.288274193444515, -76.54072384839553)"
"737","5004M00000ZwMS0QAN","19-00710778","TR-Youth Snow Program Student Application Request","Phone","10/21/2019 09:17:44 AM","New","10/21/2019 09:17:44 AM","11/20/2019 09:17:44 AM","","Transportation",NA,NA,NA,"3727 BOARMAN AVE, Baltimore City, 21215",21215,"Callaway-Garrison",6,"Northwestern",NA,39.3343458133322,-76.677898742341,"(39.33434581333225, -76.677898742341)"
"738","5004M00000ZwMRvQAN","19-00710777","ECC-Information Request","Phone","10/21/2019 09:17:44 AM","Closed","10/21/2019 09:17:43 AM","10/23/2019 09:17:44 AM","10/21/2019 09:18:35 AM","Call Center",NA,NA,NA,"",NA,"",NA,"",NA,NA,NA,""
"739","5004M00000ZwMRRQA3","19-00710775","TRM-Pothole Repair","API","10/21/2019 09:16:59 AM","Open","10/21/2019 10:20:41 AM","10/23/2019 09:16:59 AM","","Transportation",NA,NA,NA,"415 W MULBERRY ST, Baltimore City, 21201",21201,"Downtown",11,"Central",NA,39.2937164538279,-76.6219864850256,"(39.29371645382794, -76.62198648502557)"
"740","5004M00000ZwMRMQA3","19-00710774","SW-Graffiti Removal","Internal","10/21/2019 09:16:47 AM","New","10/21/2019 09:16:47 AM","10/24/2019 09:16:47 AM","","Solid Waste",NA,NA,NA,"N CALVERT ST & E 29TH ST, Baltimore City, 21218",21218,"Charles Village",12,"Northern",NA,39.3232960544662,-76.6145801527225,"(39.3232960544662, -76.61458015272247)"
"741","5004M00000ZwMRCQA3","19-00710773","WW-Water Leak (Exterior)","Phone","10/21/2019 09:16:33 AM","Open","10/21/2019 10:12:46 AM","10/23/2019 09:16:33 AM","","Water Wastewater",NA,NA,NA,"4200 ELDERON AVE, Baltimore City, 21215",21215,"West Arlington",6,"Northwestern",NA,39.3419607037992,-76.6895779746879,"(39.34196070379923, -76.68957797468792)"
"742","5004M00000ZwMR2QAN","19-00710772","FCPF-Makes Differ","Phone","10/21/2019 09:16:09 AM","New","10/21/2019 09:16:09 AM","11/20/2019 09:16:09 AM","","Finance",NA,NA,NA,"600 BLK N COLLINGTON AVE, Baltimore City, 21205",21205,"CARE",13,"Eastern",NA,39.2979611773452,-76.5866064789144,"(39.29796117734515, -76.58660647891436)"
"743","5004M00000ZwMQYQA3","19-00710770","FIR-Fire Code Inspection Request","Phone","10/21/2019 09:15:14 AM","New","10/21/2019 09:16:15 AM","10/28/2019 09:15:14 AM","","Fire Department",NA,NA,NA,"3801 FREDERICK AVE, Baltimore City, 21229",21229,"Irvington",8,"Southwestern",NA,39.2816204362199,-76.6800500434588,"(39.28162043621989, -76.68005004345883)"
"744","5004M00000ZwMQOQA3","19-00710769","SW-Bulk Scheduled","Phone","10/21/2019 09:14:30 AM","New","10/21/2019 09:15:02 AM","01/19/2020 09:14:30 AM","","Solid Waste",NA,NA,NA,"3331 ALTO RD, Baltimore City, 21216",21216,"Hanlon-Longwood",7,"Northwestern",NA,39.3170992877825,-76.6743868154318,"(39.317099287782455, -76.67438681543179)"
"745","5004M00000ZwMPCQA3","19-00710768","TRM-Illegal Sign Removal","Internal","10/21/2019 09:14:07 AM","Closed","10/21/2019 11:24:09 AM","10/24/2019 09:14:07 AM","10/21/2019 11:24:18 AM","Transportation",NA,NA,NA,"N CALVERT ST & E NORTH AVE, BC",21202,"Greenmount West",12,"CENTRAL",NA,39.3112704061529,-76.6137944458161,"(39.31127040615292, -76.61379444581605)"
"746","5004M00000ZwMQEQA3","19-00710767","TTR-Vehicle Removal","Internal","10/21/2019 09:14:04 AM","New","10/21/2019 10:27:07 AM","10/25/2019 09:14:04 AM","","Transportation",NA,NA,NA,"2636 KIRK AVE, Baltimore City, 21218",21218,"Coldstream Homestead Montebello",14,"Northeastern",NA,39.3215393985306,-76.5989755464601,"(39.32153939853061, -76.59897554646007)"
"747","5004M00000ZwMPkQAN","19-00710766","ECC-Information Request","Phone","10/21/2019 09:13:12 AM","Closed","10/21/2019 09:13:12 AM","10/23/2019 09:13:12 AM","10/21/2019 09:14:00 AM","Call Center",NA,NA,NA,"",NA,"",NA,"",NA,NA,NA,""
"748","5004M00000ZwMPQQA3","19-00710765","HLTH-Animal Aggressive Animal","Phone","10/21/2019 09:12:45 AM","Closed","10/21/2019 10:07:17 AM","10/28/2019 09:12:45 AM","10/21/2019 10:07:18 AM","Health",NA,NA,NA,"2501 RIGGS AVE, Baltimore City, 21216",21216,"Bridgeview/Greenlawn",9,"Western",NA,39.3004260206048,-76.6571792922864,"(39.30042602060475, -76.65717929228641)"
"749","5004M00000ZwMOrQAN","19-00710763","SW-Clean Up","Phone","10/21/2019 09:11:49 AM","New","10/21/2019 09:11:48 AM","12/30/2019 09:11:49 AM","","Solid Waste",NA,NA,NA,"1310 N CAROLINE ST, Baltimore City, 21213",21213,"Oliver",12,"Eastern",NA,39.3055438329608,-76.598302074228,"(39.3055438329608, -76.598302074228)"
"750","5004M00000ZwMMIQA3","19-00710762","SW-Appliance (White Goods)","Phone","10/21/2019 09:11:27 AM","New","10/21/2019 09:11:27 AM","10/24/2019 09:11:27 AM","","Solid Waste",NA,NA,NA,"3619 9TH ST, BC",21225,"Brooklyn",10,"Southern",NA,39.234210564316,-76.5980537402354,"(39.23421056431601, -76.59805374023537)"
"751","5004M00000ZwMOhQAN","19-00710761","TRS-Parking Complaint","API","10/21/2019 09:10:57 AM","New","10/21/2019 11:23:29 AM","10/22/2019 09:10:57 AM","","Transportation",NA,NA,NA,"1600 BLK CLAYTON CT, Baltimore City, 21230",21230,"Riverside",11,"Southern",NA,39.2715178395856,-76.6111675899356,"(39.27151783958565, -76.6111675899356)"
"752","5004M00000ZwMOcQAN","19-00710760","SW-Bulk Scheduled","Phone","10/21/2019 09:10:54 AM","New","10/21/2019 09:10:54 AM","01/19/2020 09:10:54 AM","","Solid Waste",NA,NA,NA,"323 ILCHESTER AVE, Baltimore City, 21218",21218,"Harwood",12,"Northern",NA,39.3226385258498,-76.6119695022142,"(39.32263852584983, -76.61196950221422)"
"753","5004M00000ZwMOSQA3","19-00710759","TR-Youth Snow Program Resident Registration","Phone","10/21/2019 09:10:33 AM","New","10/21/2019 09:10:33 AM","11/20/2019 09:10:33 AM","","Transportation",NA,NA,NA,"425 E PRESTON ST, Baltimore City, 21202",21202,"Johnston Square",12,"Eastern",NA,39.3045883002618,-76.6103798059242,"(39.30458830026178, -76.61037980592415)"
"754","5004M00000ZwMO3QAN","19-00710756","SW-Bulk Scheduled","Phone","10/21/2019 09:10:19 AM","New","10/21/2019 09:10:19 AM","01/19/2020 09:10:19 AM","","Solid Waste",NA,NA,NA,"3619 9TH ST, BC",21225,"Brooklyn",10,"Southern",NA,39.234210564316,-76.5980537402354,"(39.23421056431601, -76.59805374023537)"
"755","5004M00000ZwMO8QAN","19-00710757","TR-Youth Snow Program Student Application Request","Phone","10/21/2019 09:10:19 AM","New","10/21/2019 09:10:19 AM","11/20/2019 09:10:19 AM","","Transportation",NA,NA,NA,"4713 ALHAMBRA AVE, Baltimore City, 21212",21212,"Wrenlane",4,"Northern",NA,39.3449897204116,-76.6071290409027,"(39.34498972041163, -76.60712904090275)"
"756","5004M00000ZwMNoQAN","19-00710755","WW-Sewer Water In Basement","Phone","10/21/2019 09:10:12 AM","Open","10/21/2019 10:37:12 AM","10/25/2019 09:10:12 AM","","Water Wastewater",NA,NA,NA,"1114 CEDARCROFT RD, Baltimore City, 21239",21239,"Glen Oaks",4,"Northern",NA,39.3695827903954,-76.5965028486454,"(39.36958279039538, -76.59650284864537)"
"757","5004M00000ZwMNjQAN","19-00710754","TRM-Pothole Repair","API","10/21/2019 09:10:08 AM","Open","10/21/2019 09:15:13 AM","10/23/2019 09:10:08 AM","","Transportation",NA,NA,NA,"500 BLK E MONUMENT ST, Baltimore City, 21202",21202,"Penn-Fallsway",12,"Eastern",NA,39.2978160046408,-76.6083728581208,"(39.297816004640836, -76.60837285812082)"
"758","5004M00000ZwMNeQAN","19-00710753","ECC-Citizen Complaint or Concern","API","10/21/2019 09:10:03 AM","New","10/21/2019 09:10:03 AM","11/05/2019 09:10:03 AM","","Housing",NA,NA,NA,"2826 SPELMAN RD, Baltimore City, 21225",21225,"Cherry Hill",10,"Southern",NA,39.2451603832612,-76.6278184273511,"(39.2451603832612, -76.62781842735112)"
"759","5004M00000ZwMNAQA3","19-00710751","SW-Rat Rubout","Phone","10/21/2019 09:09:38 AM","New","10/21/2019 09:09:38 AM","11/04/2019 09:09:38 AM","","Solid Waste",NA,NA,NA,"3546 LYNDALE AVE, Baltimore City, 21213",21213,"Belair-Edison",13,"Northeastern",NA,39.3165812237304,-76.5704691699384,"(39.31658122373044, -76.57046916993843)"
"760","5004M00000ZwMN5QAN","19-00710750","TRS-Parking Complaint","API","10/21/2019 09:09:28 AM","New","10/21/2019 09:09:28 AM","10/22/2019 09:09:28 AM","","Transportation",NA,NA,NA,"1600 BLK CLAYTON CT, Baltimore City, 21230",21230,"Riverside",11,"Southern",NA,39.2715178395856,-76.6111675899356,"(39.27151783958565, -76.6111675899356)"
"761","5004M00000ZwMN0QAN","19-00710749","BGE-StLight(s) Out","API","10/21/2019 09:09:18 AM","Open","10/21/2019 09:09:18 AM","10/25/2019 09:09:18 AM","","BGE",NA,NA,NA,"5511 GERLAND AVE, BC",21206,"Frankford",2,"Northeastern",NA,39.3338947066575,-76.5425555170573,"(39.33389470665747, -76.5425555170573)"
"762","5004M00000ZwMMvQAN","19-00710748","SW-Boarding","API","10/21/2019 09:09:13 AM","Open","10/21/2019 09:09:13 AM","10/28/2019 09:09:13 AM","","Solid Waste",NA,NA,NA,"1907 LEMMON ST, Baltimore City, 21223",21223,"Carrollton Ridge",9,"Southern",NA,39.2855615137278,-76.6472553116009,"(39.28556151372778, -76.64725531160093)"
"763","5004M00000ZwMMqQAN","19-00710747","SW-HGW","API","10/21/2019 09:09:06 AM","Open","10/21/2019 09:09:06 AM","11/20/2019 09:09:06 AM","","Solid Waste",NA,NA,NA,"622 S FULTON AVE, Baltimore City, 21223",21223,"Carrollton Ridge",9,"Southern",NA,39.2805992392195,-76.6449276954472,"(39.280599239219534, -76.64492769544724)"
"764","5004M00000ZwMMlQAN","19-00710746","TRM-Illegal Sign Removal","Internal","10/21/2019 09:09:05 AM","Closed","10/21/2019 09:25:27 AM","10/24/2019 09:09:05 AM","10/21/2019 11:27:17 AM","Transportation",NA,NA,NA,"N CALVERT ST & E 28TH ST, BC",21218,"Charles Village",12,"Northern",NA,39.3220230442584,-76.6144914286489,"(39.322023044258444, -76.61449142864892)"
"765","5004M00000ZwMMgQAN","19-00710745","SW-HGW","API","10/21/2019 09:08:58 AM","Open","10/21/2019 09:08:58 AM","11/20/2019 09:08:58 AM","","Solid Waste",NA,NA,NA,"1517 E 28TH ST, Baltimore City, 21218",21218,"Coldstream Homestead Montebello",14,"Northeastern",NA,39.3237185726973,-76.5942027965451,"(39.32371857269731, -76.59420279654506)"
"766","5004M00000ZwMMbQAN","19-00710744","SW-Boarding","API","10/21/2019 09:08:49 AM","Open","10/21/2019 09:08:49 AM","10/28/2019 09:08:49 AM","","Solid Waste",NA,NA,NA,"1804 W SARATOGA ST, Baltimore City, 21223",21223,"Franklin Square",9,"Western",NA,39.2921515489085,-76.6456455775049,"(39.29215154890848, -76.64564557750487)"
"767","5004M00000ZwMMMQA3","19-00710742","SW-HGW","API","10/21/2019 09:08:41 AM","Open","10/21/2019 09:08:41 AM","11/20/2019 09:08:41 AM","","Solid Waste",NA,NA,NA,"526 N CARROLLTON AVE, Baltimore City, 21223",21223,"Harlem Park",9,"Western",NA,39.2949712155561,-76.6372507051627,"(39.29497121555606, -76.63725070516266)"
"768","5004M00000ZwMMCQA3","19-00710741","SW-Rat Rubout Proactive","System","10/21/2019 09:08:24 AM","Closed","10/21/2019 09:08:35 AM","10/26/2019 09:08:24 AM","10/21/2019 09:08:36 AM","Solid Waste",NA,NA,NA,"2701 THE ALAMEDA, Baltimore City, 21218",21218,"Coldstream Homestead Montebello",14,"Northeastern",NA,39.3217612297063,-76.5908791527293,"(39.321761229706276, -76.59087915272931)"
"769","5004M00000ZwMM7QAN","19-00710740","TRS-Parking Complaint","Phone","10/21/2019 09:08:15 AM","Closed","10/21/2019 10:15:43 AM","10/22/2019 09:08:15 AM","10/21/2019 10:15:44 AM","Transportation",NA,NA,NA,"1415 ALICEANNA ST, Baltimore City, 21231",21231,"Fells Point",1,"Southeastern",NA,39.2831863012325,-76.5975593345864,"(39.28318630123249, -76.59755933458645)"
"770","5004M00000ZwMGeQAN","19-00710739","WW-Sewer Misc Investigation","Phone","10/21/2019 09:08:14 AM","Open","10/21/2019 09:38:08 AM","10/25/2019 09:08:14 AM","","Water Wastewater",NA,NA,NA,"5411 FALLS ROAD TER, Baltimore City, 21210",21210,"Roland Park",6,"Northern",NA,39.3601209483364,-76.645245958047,"(39.36012094833641, -76.64524595804696)"
"771","5004M00000ZwMLxQAN","19-00710738","SW-Graffiti Removal","API","10/21/2019 09:07:58 AM","New","10/21/2019 09:07:58 AM","10/24/2019 09:07:58 AM","","Solid Waste",NA,NA,NA,"400 BLK STATE ST, Baltimore City, 21201",21201,"Downtown",11,"Central",NA,39.294654122725,-76.6203688880978,"(39.294654122724985, -76.62036888809776)"
"772","5004M00000ZwMLiQAN","19-00710736","SW-Rat Rubout Proactive","System","10/21/2019 09:07:32 AM","Closed","10/21/2019 09:07:42 AM","10/26/2019 09:07:32 AM","10/21/2019 09:07:44 AM","Solid Waste",NA,NA,NA,"2729 THE ALAMEDA, Baltimore City, 21218",21218,"Coldstream Homestead Montebello",14,"Northeastern",NA,39.3221442847986,-76.591382945052,"(39.32214428479861, -76.59138294505196)"
"773","5004M00000ZwMLdQAN","19-00710735","TRM-Pothole Repair","API","10/21/2019 09:07:14 AM","Closed","10/21/2019 11:04:08 AM","10/23/2019 09:07:14 AM","10/21/2019 11:04:17 AM","Transportation",NA,NA,NA,"MORAVIA RD, Baltimore City, 21205",21205,"Pulaski Industrial Area",2,"Northeastern",NA,39.3093905813176,-76.5388330994512,"(39.30939058131755, -76.5388330994512)"
"774","5004M00000ZwMLYQA3","19-00710734","RP-Building Maintenance","Email","10/21/2019 09:07:03 AM","New","10/21/2019 09:07:03 AM","11/07/2019 09:07:03 AM","","Recreation & Parks",NA,NA,NA,"RITA CHURCH COMMUNITY CENTER AT CLIFTON PARK RECREATION CENTER, Baltimore City, 21213",21213,"Clifton Park",14,"Northeastern",NA,39.3175859281127,-76.5897737604326,"(39.3175859281127, -76.58977376043256)"
"775","5004M00000ZwMLOQA3","19-00710733","TR-Youth Snow Program Student Application Request","Phone","10/21/2019 09:06:50 AM","New","10/21/2019 09:06:49 AM","11/20/2019 09:06:50 AM","","Transportation",NA,NA,NA,"1003 WHATCOAT ST, Baltimore City, 21217",21217,"Sandtown-Winchester",9,"Western",NA,39.3006067774509,-76.6407619809742,"(39.30060677745085, -76.64076198097423)"
"776","5004M00000ZwMLEQA3","19-00710732","TRM-Illegal Sign Removal","Internal","10/21/2019 09:06:23 AM","Open","10/21/2019 09:10:17 AM","10/24/2019 09:06:23 AM","","Transportation",NA,NA,NA,"ERDMAN AVE & E FEDERAL ST, Baltimore City, 21205",21205,"Orchard Ridge",13,"Northeastern",NA,39.3089640378684,-76.5622558683144,"(39.30896403786836, -76.56225586831438)"
"777","5004M00000ZwMKzQAN","19-00710731","SW-Rat Rubout Proactive","System","10/21/2019 09:06:04 AM","Closed","10/21/2019 09:06:16 AM","10/26/2019 09:06:04 AM","10/21/2019 09:06:17 AM","Solid Waste",NA,NA,NA,"2731 THE ALAMEDA, Baltimore City, 21218",21218,"Coldstream Homestead Montebello",14,"Northeastern",NA,39.3221747374081,-76.5914213211887,"(39.322174737408076, -76.59142132118873)"
"778","5004M00000ZwMKQQA3","19-00710729","TR-Youth Snow Program Student Application Request","Phone","10/21/2019 09:05:16 AM","New","10/21/2019 09:05:16 AM","11/20/2019 09:05:16 AM","","Transportation",NA,NA,NA,"1003 WHATCOAT ST, Baltimore City, 21217",21217,"Sandtown-Winchester",9,"Western",NA,39.3006067774509,-76.6407619809742,"(39.30060677745085, -76.64076198097423)"
"779","5004M00000ZwMKGQA3","19-00710728","SW-Rat Rubout Proactive","System","10/21/2019 09:05:07 AM","Closed","10/21/2019 09:05:18 AM","10/26/2019 09:05:07 AM","10/21/2019 09:05:20 AM","Solid Waste",NA,NA,NA,"2745 THE ALAMEDA, Baltimore City, 21218",21218,"Coldstream Homestead Montebello",14,"Northeastern",NA,39.3223663090965,-76.5916669008752,"(39.32236630909646, -76.59166690087521)"
"780","5004M00000ZwMK1QAN","19-00710727","WW-Sewer Water In Basement","Phone","10/21/2019 09:04:58 AM","Open","10/21/2019 11:38:11 AM","10/25/2019 09:04:58 AM","","Water Wastewater",NA,NA,NA,"425 S WICKHAM RD, Baltimore City, 21229",21229,"Beechfield",8,"Southwestern",NA,39.2784470938819,-76.6961035429248,"(39.27844709388189, -76.69610354292483)"
"781","5004M00000ZwMJhQAN","19-00710725","SW-Bulk Scheduled","Phone","10/21/2019 09:04:38 AM","New","10/21/2019 09:04:38 AM","01/19/2020 09:04:38 AM","","Solid Waste",NA,NA,NA,"5918 YORKWOOD RD, Baltimore City, 21239",21239,"Loch Raven",4,"Northeastern",NA,39.3631401433063,-76.5838102021221,"(39.36314014330633, -76.58381020212211)"
"782","5004M00000ZwMJNQA3","19-00710724","TR-Youth Snow Program Student Application Request","Phone","10/21/2019 09:03:39 AM","New","10/21/2019 09:03:39 AM","11/20/2019 09:03:39 AM","","Transportation",NA,NA,NA,"1378 PENTWOOD RD, Baltimore City, 21239",21239,"New Northwood",4,"Northeastern",NA,39.3488607690569,-76.5928846024563,"(39.348860769056856, -76.5928846024563)"
"783","5004M00000ZwMIyQAN","19-00710723","HLTH-Animal Stray Held","Phone","10/21/2019 09:02:39 AM","Closed","10/21/2019 09:56:23 AM","10/27/2019 09:02:39 AM","10/21/2019 09:56:24 AM","Health",NA,NA,NA,"3804 EVERGREEN AVE, Baltimore City, 21206",21206,"Glenham-Belhar",2,"Northeastern",NA,39.3465242444527,-76.5491274029593,"(39.34652424445272, -76.54912740295934)"
"784","5004M00000ZwMItQAN","19-00710722","TRM-Illegal Sign Removal","Internal","10/21/2019 09:02:34 AM","Open","10/21/2019 09:05:05 AM","10/24/2019 09:02:34 AM","","Transportation",NA,NA,NA,"ERDMAN AVE & SINCLAIR LN, BC",21213,"Orangeville Industrial Area",13,"EASTERN",NA,39.3134924392381,-76.5676934459566,"(39.31349243923811, -76.56769344595662)"
"785","5004M00000ZwMIoQAN","19-00710721","SW-Appliance (White Goods)","Phone","10/21/2019 09:02:21 AM","New","10/21/2019 09:02:21 AM","10/24/2019 09:02:21 AM","","Solid Waste",NA,NA,NA,"5918 YORKWOOD RD, Baltimore City, 21239",21239,"Loch Raven",4,"Northeastern",NA,39.3631401433063,-76.5838102021221,"(39.36314014330633, -76.58381020212211)"
"786","5004M00000ZwMIVQA3","19-00710720","HLTH-Animal Wildlife Complaint","Phone","10/21/2019 09:02:20 AM","Closed","10/21/2019 09:23:31 AM","","10/21/2019 09:23:33 AM","Health",NA,NA,NA,"301 N GAY ST, Baltimore City, 21202",21202,"Jonestown",12,"Southeastern",NA,39.2932797300808,-76.6077434867188,"(39.29327973008078, -76.60774348671883)"
"787","5004M00000ZwMIeQAN","19-00710719","FOR-Fallen Limb","Phone","10/21/2019 09:02:09 AM","Open","10/21/2019 09:05:10 AM","10/22/2019 09:02:09 AM","","Recreation & Parks",NA,NA,NA,"1136 ELBANK AVE, Baltimore City, 21239",21239,"Glen Oaks",4,"Northern",NA,39.3653498031892,-76.5949733457811,"(39.365349803189154, -76.59497334578106)"
"788","5004M00000ZwMIUQA3","19-00710718","HCD-Sanitation Property","Phone","10/21/2019 09:01:43 AM","Open","10/21/2019 09:01:43 AM","10/31/2019 09:01:43 AM","","Housing",NA,NA,NA,"637 N FULTON AVE, Baltimore City, 21217",21217,"Harlem Park",9,"Western",NA,39.2960755682098,-76.645399934364,"(39.29607556820979, -76.64539993436397)"
"789","5004M00000ZwMIKQA3","19-00710717","TRM-Street Repairs","Phone","10/21/2019 09:01:28 AM","Open","10/21/2019 09:05:12 AM","11/30/2019 09:01:28 AM","","Transportation",NA,NA,NA,"1800 E LANVALE ST, Baltimore City, 21213",21213,"Broadway East",12,"Eastern",NA,39.3098289962633,-76.5924748440837,"(39.30982899626326, -76.59247484408374)"
"790","5004M00000ZwMIAQA3","19-00710716","HCD-Sanitation Property","Phone","10/21/2019 09:01:20 AM","Open","10/21/2019 09:02:19 AM","10/31/2019 09:01:20 AM","","Housing",NA,NA,NA,"2004 E 31ST ST, Baltimore City, 21218",21218,"Coldstream Homestead Montebello",14,"Northeastern",NA,39.3265483148051,-76.5873474887329,"(39.32654831480509, -76.58734748873293)"
"791","5004M00000ZwMI5QAN","19-00710715","SW-Bulk Scheduled","Phone","10/21/2019 09:01:11 AM","New","10/21/2019 09:01:11 AM","01/19/2020 09:01:11 AM","","Solid Waste",NA,NA,NA,"2401 CALVERTON HEIGHTS AVE, Baltimore City, 21216",21216,"Evergreen Lawn",9,"Western",NA,39.2975130455947,-76.6550846476995,"(39.29751304559472, -76.6550846476995)"
"792","5004M00000ZwMHvQAN","19-00710714","SW-Rat Rubout Proactive","System","10/21/2019 09:00:48 AM","Closed","10/21/2019 09:01:37 AM","10/26/2019 09:00:48 AM","10/21/2019 09:01:01 AM","Solid Waste",NA,NA,NA,"2806 HARFORD RD, Baltimore City, 21218",21218,"Coldstream Homestead Montebello",14,"Northeastern",NA,39.3216123187083,-76.5906086023445,"(39.32161231870826, -76.5906086023445)"
"793","5004M00000ZwMHhQAN","19-00710713","SW-Dirty Alley","Phone","10/21/2019 09:00:28 AM","New","10/21/2019 09:00:28 AM","10/28/2019 09:00:28 AM","","Solid Waste",NA,NA,NA,"729 BARTLETT AVE, Baltimore City, 21218",21218,"East Baltimore Midway",12,"Eastern",NA,39.315685765825,-76.6058850802225,"(39.31568576582496, -76.60588508022248)"
"794","5004M00000ZwMHqQAN","19-00710712","WW-Water Low Pressure","API","10/21/2019 09:00:24 AM","Open","10/21/2019 09:05:15 AM","10/23/2019 09:00:24 AM","","Water Wastewater",NA,NA,NA,"3300 CARLISLE AVE, Baltimore City, 21216",21216,"Hanlon-Longwood",7,"Northwestern",NA,39.3196826970272,-76.6732236239665,"(39.31968269702725, -76.67322362396648)"
"795","5004M00000ZwMHgQAN","19-00710711","TRT-Traffic Signal Repairs","API","10/21/2019 09:00:22 AM","Closed","10/21/2019 09:29:03 AM","10/22/2019 09:00:22 AM","10/21/2019 09:29:04 AM","Transportation",NA,NA,NA,"N CALVERT ST & E NORTH AVE, Baltimore City, 21202",21202,"Greenmount West",12,"Eastern",NA,39.3111978545775,-76.6137842879271,"(39.311197854577465, -76.61378428792707)"
"796","5004M00000ZwMHCQA3","19-00710710","TRM-Illegal Sign Removal","Internal","10/21/2019 08:59:42 AM","Closed","10/21/2019 11:22:19 AM","10/24/2019 08:59:42 AM","10/21/2019 11:22:18 AM","Transportation",NA,NA,NA,"BELAIR RD & BRENDAN AVE, Baltimore City, 21213",21213,"Belair-Edison",13,"Northeastern",NA,39.3233680393807,-76.5712620992766,"(39.323368039380696, -76.57126209927662)"
"797","5004M00000ZwMH7QAN","19-00710709","SW-Rat Rubout Proactive","System","10/21/2019 08:59:27 AM","Closed","10/21/2019 08:59:37 AM","10/26/2019 08:59:27 AM","10/21/2019 08:59:38 AM","Solid Waste",NA,NA,NA,"2822 HARFORD RD, Baltimore City, 21218",21218,"Coldstream Homestead Montebello",14,"Northeastern",NA,39.3218675048439,-76.5903293311137,"(39.32186750484392, -76.59032933111365)"
"798","5004M00000ZwMH2QAN","19-00710708","TRS-Parking Complaint","Phone","10/21/2019 08:59:21 AM","Closed","10/21/2019 10:20:58 AM","10/22/2019 08:59:21 AM","10/21/2019 10:20:59 AM","Transportation",NA,NA,NA,"DREW ST & E PRATT ST, Baltimore City, 21224",21224,"Bayview",1,"Southeastern",NA,39.2905175972906,-76.5439605237742,"(39.290517597290595, -76.5439605237742)"
